table[0]:  3 1
table[72684]: spurn 25 1
table[72685]: kohlrausch 1 2
table[72686]: cephalonia 1 2
table[72687]: agitator 0 1
table[72689]: spurs 16 1
table[72692]: initiale 0 2
table[72695]: loans 2 1
table[72696]: fault 168 1
table[72701]: oneyers 0 1
table[72706]: ansdell 0 1
table[72710]: silence 131 1
table[72712]: lewdly 1 2
table[72713]: constitution 63 1
table[72714]: ewald 1 1
table[72716]: colleague 3 1
table[72717]: abrasion 3 1
table[72719]: achaeans 9 1
table[72722]: forfeits 3 1
table[72724]: trulls 0 1
table[72727]: redress'd 1 2
table[72731]: bromethylene 0 1
table[72732]: entreatments 0 1
table[72734]: cauldron 10 1
table[72735]: proving 6 1
table[72737]: malacca 2 2
table[72738]: glisters 1 1
table[72739]: fauna 10 1
table[72742]: matured 1 2
table[72745]: marullus 8 1
table[72747]: provins 0 1
table[72749]: judah 3 2
table[72750]: tender'st 0 1
table[72753]: graceless 4 1
table[72754]: guildhall 3 1
table[72759]: attested 3 1
table[72760]: tantaene 0 1
table[72764]: quartzite 1 1
table[72767]: intrenchant 0 1
table[72770]: abraham 42 1
table[72782]: humours 32 2
table[72785]: cardinal's 20 1
table[72787]: suicide 1 1
table[72790]: scenery 6 1
table[72791]: harfleur 11 2
table[72792]: timidity 0 2
table[72793]: ecclesiastically 0 1
table[72794]: separated 33 2
table[72795]: reap'd 2 2
table[72797]: thanksgiving 2 1
table[72802]: costermongers' 0 1
table[72803]: chariest 0 1
table[72804]: valiantness 0 1
table[72806]: torricellian 1 2
table[72808]: switched 1 1
table[72809]: larch 0 3
table[72810]: abaddon 3 1
table[72814]: bussos 0 3
table[72823]: switches 0 1
table[72825]: permitted 22 1
table[72826]: oratorical 0 8
table[72828]: recollections 1 1
table[72830]: housings 0 2
table[72831]: plough'd 1 1
table[72834]: endureth 0 4
table[72835]: sodamides 0 3
table[72836]: handicraft 0 2
table[72837]: 'you 10 2
table[72838]: foretelling 0 1
table[72839]: yellows 0 1
table[72841]: wilham 0 1
table[72843]: spruce 6 1
table[72844]: droplets 0 2
table[72848]: ptosis 0 1
table[72852]: adhesive 1 1
table[72855]: taxed 0 1
table[72856]: hydrocarbons 6 1
table[72857]: payable 1 1
table[72858]: ferdinand 60 2
table[72861]: vergobretus 0 2
table[72862]: machine 227 1
table[72863]: harrington 0 1
table[72864]: folded 11 1
table[72866]: forsake 24 1
table[72867]: faure 4 1
table[72868]: smock 8 1
table[72869]: liebreich 2 1
table[72870]: loath 29 1
table[72875]: general' 0 2
table[72876]: scaean 0 2
table[72877]: garcon 0 2
table[72879]: pestilence 14 1
table[72881]: burghers 3 1
table[72882]: unsettle 0 2
table[72885]: chukar 0 2
table[72887]: sexto 0 2
table[72888]: diseas'd 4 1
table[72890]: aethiopia 0 1
table[72891]: prick'st 0 1
table[72892]: russia 40 3
table[72896]: cancel 4 3
table[72898]: proviso 2 1
table[72899]: orations 0 1
table[72900]: currier's 1 1
table[72902]: configuration 0 1
table[72903]: bountiful 6 1
table[72904]: dickon 0 3
table[72905]: deriving 1 1
table[72908]: aethiopis 0 1
table[72909]: sabine 1 3
table[72912]: gundet 0 3
table[72913]: defiles 2 2
table[72915]: vizaments 0 2
table[72916]: undertaking 8 1
table[72918]: shoemaker 0 2
table[72919]: unbroken 6 1
table[72922]: woefull'st 1 1
table[72925]: instances 28 1
table[72927]: bowmen 1 3
table[72932]: hopest 0 1
table[72934]: nicephorus 0 1
table[72940]: plynllmmon 0 1
table[72941]: intractable 0 1
table[72943]: falsely 20 1
table[72944]: corrupting 2 1
table[72947]: bisson 1 1
table[72948]: care's 0 2
table[72949]: basins 1 2
table[72950]: armpit 0 1
table[72951]: mixed 46 1
table[72953]: auter 0 1
table[72954]: southerly 5 1
table[72955]: overwhelm'd 2 1
table[72956]: sleep'st 3 1
table[72959]: awkward 4 3
table[72962]: convent'' 0 1
table[72963]: rareness 2 1
table[72965]: mixer 1 1
table[72966]: blurr'd 0 1
table[72970]: gamesome 2 1
table[72971]: cheques 0 1
table[72976]: dic'd 0 1
table[72977]: sluggard 1 1
table[72979]: respondentia 0 1
table[72982]: corruption 20 1
table[72985]: mounts 7 1
table[72987]: cygnets 0 1
table[72988]: elmerus 0 1
table[72989]: mockeries 0 3
table[72992]: procreation 0 1
table[72993]: soberly 0 1
table[72994]: tailors' 0 1
table[72995]: hartington 0 1
table[72996]: canal 20 1
table[72997]: fisnomy 0 1
table[72999]: galleries 6 1
table[73000]: pretending 5 1
table[73001]: subordinate 5 1
table[73003]: arms' 0 1
table[73005]: aramaic 4 2
table[73006]: pretense 0 2
table[73007]: sign'' 0 1
table[73010]: resener 0 1
table[73013]: soap'' 0 1
table[73014]: ammoniacal 1 2
table[73016]: triumph'd 1 1
table[73018]: perfecting 0 4
table[73019]: drugs 40 1
table[73020]: coextensive 0 1
table[73022]: blaspheming 1 1
table[73023]: freely 63 2
table[73025]: ros'd 0 1
table[73026]: trebonius 16 1
table[73029]: judex 2 2
table[73030]: manufacture 48 1
table[73034]: necrosis 0 3
table[73037]: dynasties 9 1
table[73040]: prolific 6 1
table[73041]: fossiliferous 1 1
table[73042]: accoutrements 1 1
table[73044]: adjustments 0 1
table[73046]: adanson 3 1
table[73051]: cap'' 0 1
table[73052]: swathling 0 1
table[73057]: objections 4 1
table[73060]: glory 95 1
table[73061]: kimhi 0 2
table[73062]: flocks 6 1
table[73063]: favourers 0 1
table[73065]: accommodation 14 2
table[73066]: druid 0 1
table[73067]: acquittal 2 1
table[73068]: sign'd 2 1
table[73069]: befriends 1 3
table[73070]: canopic 0 1
table[73071]: penn'd 4 1
table[73073]: perspectives 0 1
table[73079]: bergen 1 1
table[73082]: captionem 0 1
table[73083]: berger 0 1
table[73085]: gloss 15 1
table[73086]: gestation 4 1
table[73091]: wissowa 2 1
table[73094]: awaited 0 1
table[73098]: punica 0 2
table[73102]: candy 2 1
table[73103]: chamber 139 1
table[73105]: dodgers'' 1 1
table[73107]: golden'' 0 2
table[73109]: interr'd 4 1
table[73110]: smoke 26 1
table[73111]: tuning 0 2
table[73112]: breech 2 2
table[73114]: stealing 15 1
table[73116]: pelf 0 2
table[73119]: perdita 41 1
table[73121]: lineage 2 1
table[73124]: downfall'n 0 2
table[73126]: impiete 0 2
table[73128]: kriegsschriftsteller 2 2
table[73129]: marrakesh 1 3
table[73130]: smoky 5 1
table[73131]: lordships' 0 1
table[73133]: harper 1 2
table[73134]: juries 1 2
table[73135]: indigested 0 1
table[73137]: jointing 0 2
table[73138]: donum 0 1
table[73139]: cuirass 2 1
table[73144]: pelt 1 2
table[73146]: friend 456 1
table[73148]: maltworms 0 1
table[73149]: decision 20 1
table[73152]: profiting 1 1
table[73155]: equivalents 0 1
table[73159]: epsom 0 1
table[73160]: housewifery 1 1
table[73161]: honeying 0 1
table[73162]: usefulness 1 1
table[73163]: mull'd 0 1
table[73164]: glove 35 1
table[73171]: inverness 5 1
table[73172]: encount'ring 1 2
table[73173]: abessinier 0 1
table[73175]: cange 2 1
table[73177]: proportioning 0 1
table[73178]: oxus 4 1
table[73180]: easterly 4 3
table[73182]: unsounded 1 1
table[73183]: acquitted 6 1
table[73185]: shines 28 1
table[73186]: sprung 13 1
table[73187]: ditches 2 1
table[73192]: nak'd 0 1
table[73193]: assum'd 0 2
table[73194]: incising 0 1
table[73196]: schoolfellow 0 5
table[73200]: threaded 0 1
table[73205]: drums 43 1
table[73206]: restalrig 0 1
table[73208]: dials 1 1
table[73210]: threaden 1 1
table[73214]: stomach 54 1
table[73215]: voutsafe 0 1
table[73216]: madfuneh 0 1
table[73219]: certes 4 1
table[73223]: canaan 3 1
table[73224]: mathew 0 3
table[73226]: tapir's 0 1
table[73227]: mareta 0 1
table[73228]: drunk 71 1
table[73229]: narrow 64 1
table[73230]: shoeing 1 1
table[73232]: incision 7 1
table[73233]: conversation 24 1
table[73237]: extenuates 0 2
table[73238]: citato 0 1
table[73242]: wingrave 0 1
table[73243]: hospitaller 1 1
table[73244]: alamayahu 0 2
table[73246]: neapolitans 0 1
table[73248]: churchyard 15 1
table[73249]: altertum 1 2
table[73251]: habere 0 3
table[73252]: diana 63 1
table[73253]: thrusting 4 1
table[73254]: neville 5 1
table[73255]: frenchman 24 1
table[73258]: insignificance 1 1
table[73259]: offenseless 0 1
table[73260]: worships' 0 1
table[73261]: reproach 21 1
table[73263]: aconine 1 1
table[73265]: faulting 0 3
table[73269]: freckled 0 2
table[73272]: girond 0 1
table[73273]: chough 1 1
table[73274]: revoked 1 1
table[73275]: grinding 1 1
table[73276]: ephesus 169 2
table[73277]: modesty 52 1
table[73278]: champagne 1 1
table[73279]: dehydracetic 0 2
table[73281]: venetia 3 1
table[73282]: leman 2 1
table[73284]: biafra 0 2
table[73288]: gloze 1 1
table[73290]: didn't 13 1
table[73292]: temple 108 2
table[73293]: reduce 18 2
table[73295]: tintern 0 1
table[73297]: empowers 0 7
table[73300]: vi's 0 1
table[73301]: palaeologus 2 2
table[73302]: routledge 0 4
table[73303]: canada 8 1
table[73307]: ride' 0 1
table[73314]: dunnest 0 1
table[73315]: algeria 7 1
table[73319]: obiter 0 2
table[73322]: paradoxes 1 1
table[73323]: exophthalmic 0 1
table[73324]: vertical 17 1
table[73325]: cruelties 0 2
table[73326]: fervency 0 1
table[73327]: creatures 47 1
table[73329]: irade 0 1
table[73331]: occupancy 1 1
table[73334]: anthropophagi 0 1
table[73337]: highgate 0 1
table[73340]: taxing 1 1
table[73341]: disconsolate 0 2
table[73343]: autre 0 1
table[73348]: concavity 0 3
table[73349]: cymbeline's 11 1
table[73353]: 'right 0 1
table[73354]: audible 5 1
table[73356]: soonest 5 1
table[73357]: decisive 5 1
table[73358]: courageous 12 1
table[73359]: prying 0 2
table[73365]: skittish 2 1
table[73366]: drury 3 1
table[73367]: branched 0 1
table[73368]: calculations 6 1
table[73370]: pepi 0 2
table[73371]: sangro 0 1
table[73374]: audibly 0 1
table[73379]: frenchmen 13 1
table[73380]: quern 0 2
table[73382]: branches 48 1
table[73383]: rides 8 1
table[73388]: obllgcd 0 1
table[73389]: smote 4 1
table[73391]: junior 11 1
table[73393]: aetolians 1 1
table[73399]: mirehouse 0 1
table[73400]: katrine 0 1
table[73401]: stemming 0 1
table[73402]: antenorides 0 1
table[73403]: mercenary 5 1
table[73405]: housing 1 1
table[73407]: aeronaut 4 3
table[73409]: nevils' 1 1
table[73410]: thickens 1 1
table[73412]: piteously 1 1
table[73413]: superiors 3 1
table[73416]: gallipoli 4 1
table[73417]: garua 0 2
table[73418]: bethany 0 1
table[73423]: canoe 0 1
table[73424]: nails 27 1
table[73426]: termoli 0 1
table[73428]: permutations 0 1
table[73431]: ridge 5 1
table[73432]: canon 23 1
table[73433]: quraish 0 1
table[73436]: trigno 0 2
table[73441]: iturean 0 1
table[73445]: columbia 9 1
table[73449]: aconite 18 1
table[73451]: arranged 16 1
table[73453]: accepting 1 1
table[73454]: rather 405 1
table[73455]: blockhouse 0 3
table[73456]: turned 49 1
table[73457]: performers 4 1
table[73458]: canopus 0 1
table[73464]: emulate 1 1
table[73466]: arranges 0 1
table[73470]: turner 4 1
table[73471]: connexions 9 1
table[73484]: excoriation 0 3
table[73485]: reliances 0 2
table[73486]: pere 2 2
table[73487]: suffrage 0 1
table[73491]: reader's 1 1
table[73493]: infringements 0 1
table[73495]: swelled 0 1
table[73496]: escola 0 1
table[73497]: forres 5 1
table[73498]: winters 9 1
table[73499]: throughly 11 1
table[73501]: razure 0 1
table[73505]: avan 1 2
table[73511]: hyrcan 0 1
table[73513]: nerissa's 0 1
table[73514]: sanguis 0 1
table[73518]: villian's 0 1
table[73519]: frieze 2 1
table[73526]: gaide 0 6
table[73534]: cheaters 1 1
table[73541]: might' 0 2
table[73547]: outstretched 0 1
table[73551]: herrlich 0 6
table[73552]: fear 644 1
table[73554]: feat 8 1
table[73556]: monarchies 0 2
table[73557]: groaning 9 1
table[73558]: insolence 15 1
table[73559]: tow'rs 3 1
table[73562]: itself 380 1
table[73563]: entertainment 39 1
table[73564]: partures 0 1
table[73566]: thickest 4 1
table[73569]: diamond 14 1
table[73571]: logically 1 1
table[73575]: respites 0 2
table[73576]: perpetrated 0 1
table[73577]: giessen 1 2
table[73578]: junius 4 1
table[73579]: mulct 0 2
table[73580]: nobilis 1 2
table[73581]: costume 0 1
table[73585]: costumi 0 1
table[73586]: gallbladder 0 1
table[73587]: device 51 1
table[73588]: canto 0 1
table[73589]: titan's 2 1
table[73590]: genuine' 1 1
table[73593]: inhoop'd 0 1
table[73596]: thickets 0 1
table[73597]: expansions 0 1
table[73598]: antiquarian 3 1
table[73599]: broncho 0 1
table[73602]: pneumonia 1 1
table[73603]: soldier 268 1
table[73605]: metron 0 3
table[73609]: hygrometrical 0 2
table[73612]: enemies 118 1
table[73617]: leaguer 0 1
table[73618]: leagues 13 1
table[73619]: henricus 0 1
table[73620]: musulmans 1 1
table[73621]: norwegian 10 1
table[73623]: affections 40 1
table[73625]: novelties 0 1
table[73626]: repining 0 1
table[73627]: natur'd 1 1
table[73630]: become't 0 1
table[73631]: melabuh 1 1
table[73632]: eglantine 1 1
table[73633]: d'austerlitz 0 2
table[73634]: pickers 0 1
table[73636]: interval 12 2
table[73638]: hirwaun 0 2
table[73639]: paraphrased 0 2
table[73640]: guizot 1 1
table[73643]: oyes 1 1
table[73646]: pheasant 6 1
table[73647]: confined 21 1
table[73649]: pilchers 0 1
table[73651]: nikaria 1 1
table[73653]: rudimentary 3 3
table[73656]: unsoil'd 0 1
table[73657]: farmhouse 1 1
table[73658]: dinars 0 1
table[73660]: championed 0 1
table[73662]: feed 80 1
table[73663]: imposthume 1 1
table[73665]: hesitancy 0 1
table[73667]: courtiers' 0 1
table[73668]: accoutred 1 1
table[73669]: lothair 2 1
table[73670]: feel 112 1
table[73671]: armchair 0 1
table[73672]: dilke 0 2
table[73675]: extinguishment 0 1
table[73677]: beginnings 1 1
table[73678]: feet 124 1
table[73681]: furthermore 2 1
table[73683]: taura 0 5
table[73686]: warnings 4 1
table[73688]: sidgwick 0 2
table[73691]: popish 0 1
table[73692]: mahommedan 17 2
table[73696]: 'stand 3 1
table[73700]: laertius 0 2
table[73701]: dam's 0 2
table[73702]: pignoris 0 1
table[73704]: equity 5 2
table[73705]: streintz 1 1
table[73706]: hoiesterei 0 1
table[73708]: sickens 2 1
table[73709]: usage 19 1
table[73713]: genro 0 3
table[73714]: suffice 18 1
table[73715]: susannah 0 1
table[73716]: lemon 2 1
table[73721]: durham 2 1
table[73722]: trimethyl 0 2
table[73725]: baumgarten 0 7
table[73726]: clippeth 0 1
table[73727]: profaning 0 1
table[73729]: forgiven 4 1
table[73733]: staatsverfassung 0 2
table[73734]: synonymous 4 1
table[73736]: missionaries 8 1
table[73740]: swear 256 1
table[73742]: sweat 37 1
table[73743]: hellenische 0 4
table[73744]: advances 7 1
table[73746]: autolycus 74 1
table[73748]: favor 10 1
table[73751]: charlieres 0 3
table[73754]: associateship 0 1
table[73758]: fleckeisen's 0 1
table[73759]: prophesying 1 1
table[73761]: canary 7 1
table[73766]: o'ershades 1 1
table[73770]: desjardins 0 1
table[73773]: dardanian 0 2
table[73780]: bullers 0 2
table[73783]: strozzi's 0 3
table[73784]: occasions 23 1
table[73785]: hessian 0 1
table[73787]: welcker 1 1
table[73789]: sticking 4 2
table[73794]: feil 0 1
table[73796]: daniell's 1 1
table[73797]: adornment 1 1
table[73798]: explosives 2 3
table[73801]: flesselles'' 1 1
table[73803]: nazarite 0 1
table[73804]: devil' 1 1
table[73807]: suffrages 1 1
table[73809]: provinces 32 1
table[73810]: harbinger 2 1
table[73817]: tasmanian 0 1
table[73819]: piercing 15 1
table[73820]: swede 0 1
table[73825]: rejoices 1 1
table[73826]: candidates 8 1
table[73827]: stimulus 0 1
table[73828]: entrusted 8 1
table[73831]: yildiz 1 2
table[73834]: fire's 1 1
table[73835]: champion 18 1
table[73836]: endarta 0 3
table[73837]: length'ning 0 1
table[73838]: delegates 1 2
table[73840]: aberaman 2 1
table[73841]: saba 0 1
table[73844]: thinness 0 2
table[73850]: spoons 3 1
table[73851]: titus' 16 1
table[73852]: occupants 0 1
table[73853]: brogues 0 1
table[73854]: tapsters 2 1
table[73858]: tuchu 0 1
table[73859]: glastonbury 2 1
table[73862]: sweep 12 1
table[73866]: sweet 812 1
table[73867]: attracted 19 1
table[73871]: reliquit 0 3
table[73875]: obtains 2 3
table[73876]: informants 0 2
table[73879]: alack 76 1
table[73880]: devils 37 1
table[73881]: hydrocarbon 3 1
table[73882]: sack 57 1
table[73884]: secondary 36 1
table[73885]: constitutional'' 0 2
table[73886]: overbear 1 2
table[73887]: fell 179 1
table[73889]: butter 123 1
table[73890]: promoting 9 3
table[73892]: supersede 0 1
table[73895]: felt 81 1
table[73896]: sacy 1 1
table[73900]: perpetrator 0 1
table[73901]: schoolmasters 2 1
table[73907]: jotham 0 1
table[73910]: pleasant 45 1
table[73911]: pastoral 11 1
table[73913]: anastasius 1 1
table[73915]: provincia 1 1
table[73916]: berhan 3 1
table[73918]: consolate 0 1
table[73919]: aequicus 0 4
table[73920]: gower 52 1
table[73922]: vibhanga 0 3
table[73924]: against 858 1
table[73925]: chicago 10 1
table[73927]: suffragio 0 1
table[73937]: jointed 3 1
table[73938]: exercise 54 1
table[73939]: highmost 1 1
table[73941]: slagle 0 1
table[73942]: petropolitanae 1 1
table[73944]: reversed 6 1
table[73945]: abu'ubaida 0 1
table[73947]: heap'd 7 1
table[73951]: conserved 0 2
table[73952]: malevolence 0 5
table[73953]: did't 0 1
table[73954]: vilayet 7 1
table[73956]: fens 1 1
table[73957]: transcribing 0 1
table[73959]: parallels 7 1
table[73960]: undercroft 1 1
table[73965]: 'worthy 0 1
table[73966]: smilingly 1 1
table[73967]: abortives 0 1
table[73969]: safe 92 1
table[73970]: trumpet's 3 2
table[73971]: frosty 8 1
table[73972]: caulfield 0 2
table[73973]: commenced 12 1
table[73974]: jerkin 11 1
table[73975]: darmstadt 1 1
table[73980]: replaceable 3 1
table[73981]: conserves 2 2
table[73982]: abler 1 1
table[73986]: in's 31 1
table[73987]: in't 83 1
table[73988]: saturn 9 1
table[73990]: blushest 0 1
table[73991]: banbury 0 1
table[73993]: forrus 0 1
table[73995]: expressed 36 1
table[73996]: third's 2 2
table[73998]: moriah 0 1
table[74000]: sage 6 1
table[74001]: alagi 0 1
table[74002]: ackerman 1 2
table[74003]: whole 290 1
table[74004]: ynrk 0 1
table[74006]: overswear 0 1
table[74008]: impious 6 1
table[74010]: commanders' 0 1
table[74011]: regist'red 2 1
table[74012]: doors 72 1
table[74014]: mansionry 0 2
table[74017]: cordierite 1 2
table[74018]: flower'd 0 3
table[74019]: libertas 0 1
table[74021]: captains' 0 1
table[74022]: jade's 1 1
table[74023]: jawbone 0 1
table[74029]: maryland's 1 1
table[74031]: diverso 0 1
table[74032]: ialysus 3 1
table[74036]: piss 1 3
table[74039]: phelypeaux 0 2
table[74040]: suitably 1 5
table[74042]: entitles 0 3
table[74043]: nativity 14 1
table[74044]: buriest 0 1
table[74045]: aialvolio 0 1
table[74047]: diogenes 0 1
table[74049]: granting 8 1
table[74051]: couronne 0 2
table[74052]: 'whoop 1 4
table[74057]: montrose 4 3
table[74058]: korosticheff 0 1
table[74060]: apparel 41 1
table[74061]: said 1011 1
table[74062]: invertebrate 1 1
table[74063]: saif 1 1
table[74064]: scept'red 1 1
table[74065]: churning 2 1
table[74066]: swoop 0 2
table[74067]: teach 107 1
table[74069]: sail 56 1
table[74071]: sain 0 1
table[74072]: transfigur'd 0 1
table[74073]: sherbrooke 0 3
table[74075]: swell 18 1
table[74076]: moderns 2 2
table[74077]: berengar 1 1
table[74078]: collyhill 0 1
table[74079]: voghera 0 1
table[74081]: solon's 0 3
table[74083]: devise 50 1
table[74084]: pragging 0 1
table[74086]: fery 5 1
table[74088]: descartes 2 1
table[74093]: fashions 8 1
table[74097]: advowzen 0 1
table[74100]: patron' 0 2
table[74101]: distension 0 2
table[74102]: resented 3 2
table[74103]: cassocks 0 1
table[74104]: smoothed 2 1
table[74105]: israel 12 1
table[74106]: furthest 1 1
table[74107]: whoop 1 1
table[74108]: baffl'd 1 1
table[74111]: bracts 0 1
table[74115]: misdeeds 0 1
table[74116]: registrum 0 1
table[74119]: indiscretion 1 1
table[74120]: disparagements 0 1
table[74121]: alake 2 1
table[74123]: memento 1 1
table[74124]: sake 183 1
table[74125]: cataloguing 0 1
table[74127]: gratitude 7 1
table[74130]: manuals 0 1
table[74131]: feth 1 1
table[74133]: bloodied 1 1
table[74134]: 'sans 0 1
table[74139]: metaphysical 6 1
table[74140]: sweno 0 1
table[74142]: chapmen 0 2
table[74147]: begetting 2 2
table[74148]: uncross'd 0 1
table[74151]: sala 2 1
table[74153]: lavinia's 2 2
table[74154]: complement 4 2
table[74155]: sale 48 1
table[74158]: feud 2 1
table[74162]: curiouser 1 1
table[74164]: cradled 0 1
table[74165]: salo 0 1
table[74166]: humori 0 1
table[74170]: salt 89 1
table[74171]: savelii 0 2
table[74175]: jointly 8 1
table[74176]: humors 1 1
table[74177]: kircher 0 1
table[74178]: neighbours 27 1
table[74179]: cradles 1 1
table[74180]: embracements 4 1
table[74182]: sama 1 1
table[74184]: molecular 3 1
table[74186]: same 615 1
table[74188]: resulting 12 2
table[74189]: whore 45 1
table[74193]: carters 2 1
table[74194]: administration 84 1
table[74195]: button 7 1
table[74196]: whorl 0 1
table[74197]: samp 19 1
table[74198]: szechenyi 0 1
table[74199]: accusers 5 2
table[74200]: gowns 5 1
table[74201]: cypress 5 1
table[74202]: goodyears 0 2
table[74203]: ills 9 1
table[74207]: swept 2 1
table[74209]: elegy 1 2
table[74213]: aland 0 1
table[74216]: sand 19 1
table[74217]: wishes' 0 2
table[74218]: crimson 14 1
table[74219]: sang 3 1
table[74220]: whose 758 1
table[74222]: aphaeresis 0 1
table[74223]: sank 4 1
table[74225]: communicate 7 1
table[74230]: whoso 2 1
table[74231]: sans 18 1
table[74233]: expressly 16 1
table[74235]: leander 4 1
table[74238]: jaquenetta's 0 1
table[74240]: ownership 2 1
table[74241]: released 9 1
table[74242]: oratione 0 2
table[74243]: tarried 3 1
table[74244]: herzegovina 0 4
table[74247]: swearing 22 1
table[74249]: sumbebekos 0 2
table[74250]: dido's 1 1
table[74252]: patrons 4 2
table[74256]: unhandsome 3 1
table[74257]: younger 47 1
table[74258]: tarries 1 1
table[74259]: messer 0 1
table[74260]: messes 2 1
table[74261]: nefastus 1 1
table[74263]: allay'd 0 1
table[74267]: chrysalis 0 1
table[74268]: humour 90 1
table[74279]: hammaburgenisis 0 1
table[74280]: mythical 8 2
table[74281]: expulsion 10 1
table[74283]: advancement 28 1
table[74285]: pittikins 0 1
table[74287]: mopping 0 1
table[74294]: cheated 3 1
table[74295]: appealing 2 2
table[74299]: religions 4 1
table[74300]: glided 0 1
table[74304]: distracts 0 2
table[74305]: linens 0 1
table[74307]: bernard's 1 1
table[74308]: cheater 5 1
table[74309]: persuading 2 1
table[74315]: glides 1 1
table[74319]: expressor 0 1
table[74321]: saturninus 63 1
table[74322]: candidatus 0 1
table[74323]: faultiness 0 1
table[74325]: saqt 0 1
table[74327]: microcosmic 0 3
table[74328]: estremadura 0 1
table[74335]: kabub 0 1
table[74336]: olden 2 1
table[74337]: sara 0 1
table[74338]: dispersive 12 2
table[74340]: older 32 1
table[74341]: lends 13 1
table[74342]: 'lusty 0 1
table[74344]: surging 0 1
table[74345]: kabul 6 1
table[74346]: alarm 7 1
table[74349]: sarcophagus 0 2
table[74350]: mendicant 1 1
table[74351]: subprior 0 1
table[74352]: wearisome 2 1
table[74353]: defrauding 0 1
table[74356]: personage 4 1
table[74362]: formation'' 0 1
table[74364]: impaired 2 2
table[74366]: butter's 0 2
table[74367]: courtney 0 3
table[74369]: leperous 0 1
table[74370]: buffeting 0 1
table[74371]: bloodily 3 1
table[74372]: 'above 0 1
table[74374]: alkalies 2 1
table[74375]: edifices 5 1
table[74383]: bonchamps 0 1
table[74384]: fritz 1 4
table[74385]: illyrian 1 2
table[74386]: curiously 5 1
table[74389]: agaunum 0 2
table[74390]: growing 66 1
table[74394]: imposts 1 2
table[74401]: vienna 33 1
table[74402]: administrative 12 1
table[74403]: rinaldo 1 1
table[74405]: nedar's 1 1
table[74408]: became 240 2
table[74412]: kampongleven 0 1
table[74415]: tribe's 0 1
table[74417]: strength's 0 1
table[74422]: expenditure 34 1
table[74426]: unpremeditated 0 1
table[74427]: volley 3 1
table[74430]: historisch 0 1
table[74431]: electoral 2 2
table[74432]: disvouch'd 0 1
table[74434]: proditor 0 1
table[74435]: sauf 4 1
table[74436]: bungle 0 1
table[74438]: discharge 96 1
table[74439]: tangential 4 2
table[74441]: saul 0 1
table[74442]: mistook 19 1
table[74444]: gauntlet 3 1
table[74445]: staggering 0 1
table[74453]: ratify 4 1
table[74454]: gentleman's 3 1
table[74457]: merchants 27 1
table[74459]: relate 10 1
table[74462]: uzbegs 0 1
table[74463]: mycenae 29 1
table[74465]: save 229 1
table[74472]: routine'' 0 1
table[74475]: ironworks 5 1
table[74478]: gardens'' 0 1
table[74479]: bearing 101 1
table[74480]: sweyn 5 1
table[74481]: youngly 1 1
table[74482]: superadded 0 1
table[74483]: perspicuity 0 1
table[74486]: jaguar's 0 2
table[74489]: desperation 3 1
table[74490]: hydrostatic 0 1
table[74492]: alkyl 6 2
table[74494]: acquiescence 0 2
table[74495]: throng'd 1 2
table[74496]: burier 0 2
table[74498]: eyases 0 2
table[74499]: conspiration 0 2
table[74502]: encampment 2 1
table[74503]: weigh 42 1
table[74505]: sawn 0 1
table[74507]: fools' 2 1
table[74509]: lambros 0 2
table[74510]: saws 3 1
table[74512]: gurlitt 0 6
table[74514]: unbuild 0 1
table[74515]: macedon 6 1
table[74516]: religious 86 1
table[74523]: sculptured 3 1
table[74524]: locks 19 1
table[74525]: sentenced 2 1
table[74526]: mopsuestia 0 1
table[74527]: literal 0 1
table[74529]: generating 0 2
table[74531]: longboat's 0 3
table[74532]: hunteth 0 1
table[74533]: pibble 0 2
table[74535]: bowler 0 1
table[74537]: saxo 0 1
table[74538]: ratcatcher 0 1
table[74539]: utt'rance 2 1
table[74540]: sentences 13 1
table[74541]: sons' 3 2
table[74542]: insurgents 1 1
table[74543]: tears 293 1
table[74545]: widened 2 1
table[74548]: entomb'd 1 1
table[74555]: fashionable 2 1
table[74558]: ordinaries 0 1
table[74559]: depressed 1 3
table[74564]: spouting 0 1
table[74568]: secretary's 2 5
table[74569]: passarge 0 1
table[74570]: squirrel 3 1
table[74571]: jiren 0 1
table[74572]: says 271 1
table[74574]: bueves 0 3
table[74576]: scelerisque 0 1
table[74577]: reliquary 0 1
table[74580]: scientifically 0 1
table[74584]: daffodils 1 1
table[74585]: healthier 0 3
table[74595]: wreak 3 1
table[74597]: aeson 0 1
table[74599]: know'st 72 1
table[74604]: depresses 0 3
table[74608]: dorsal 1 2
table[74613]: calcination 0 1
table[74615]: trunks 5 1
table[74617]: clepeth 0 1
table[74631]: abhorr'd 10 1
table[74636]: licentious 2 1
table[74637]: classischen 0 2
table[74638]: boissier 3 1
table[74639]: libertus 1 1
table[74640]: enchas'd 0 1
table[74643]: symboliste 0 1
table[74644]: physique 3 1
table[74647]: decade 1 1
table[74650]: possibilities 5 3
table[74651]: engravers 2 2
table[74653]: empress' 14 1
table[74657]: wreck 30 1
table[74659]: samnite 1 2
table[74663]: messrs 3 1
table[74666]: seihan 0 1
table[74670]: boillng 0 1
table[74674]: aelian 7 2
table[74678]: love'' 0 3
table[74679]: fawns 1 1
table[74681]: preserving 5 1
table[74683]: rating 4 1
table[74684]: refits 0 2
table[74688]: splits 2 1
table[74689]: peppered 0 4
table[74691]: ulteriore 1 1
